metric	aggregation	train_set	train_size	growth_factor	test_set	run	measure	value
wer	min	libri	1.0	1.0	dev-clean	final	total_errors	96.2
wer	25%	libri	1.0	1.0	dev-clean	final	total_errors	105.35
wer	50%	libri	1.0	1.0	dev-clean	final	total_errors	113.25
wer	75%	libri	1.0	1.0	dev-clean	final	total_errors	119.725
wer	max	libri	1.0	1.0	dev-clean	final	total_errors	131.7
wer	count	libri	0.1	-1.0	test-clean	final	total_errors	40.0
wer	mean	libri	0.1	-1.0	test-clean	final	total_errors	186.9925
wer	std	libri	0.1	-1.0	test-clean	final	total_errors	24.27907601312872
wer	min	libri	0.1	-1.0	test-clean	final	total_errors	127.4
wer	25%	libri	0.1	-1.0	test-clean	final	total_errors	169.97500000000005
wer	50%	libri	0.1	-1.0	test-clean	final	total_errors	187.55
wer	75%	libri	0.1	-1.0	test-clean	final	total_errors	200.4
wer	max	libri	0.1	-1.0	test-clean	final	total_errors	247.1
wer	count	libri	100.0	1.0	ood	final	total_errors	2958.0
wer	mean	libri	100.0	1.0	ood	final	total_errors	63.39114266396206
wer	std	libri	100.0	1.0	ood	final	total_errors	29.1881715213454
wer	min	libri	100.0	1.0	ood	final	total_errors	0.0
wer	25%	libri	100.0	1.0	ood	final	total_errors	42.9
wer	50%	libri	100.0	1.0	ood	final	total_errors	61.5
wer	75%	libri	100.0	1.0	ood	final	total_errors	80.0
wer	max	libri	100.0	1.0	ood	final	total_errors	425.0
wer	count	libri	0.1	0.5	ood	final	total_errors	2958.0
wer	mean	libri	0.1	0.5	ood	final	total_errors	310.2164638269099
wer	std	libri	0.1	0.5	ood	final	total_errors	117.7218116012764
wer	min	libri	0.1	0.5	ood	final	total_errors	100.0
wer	25%	libri	0.1	0.5	ood	final	total_errors	244.4
wer	50%	libri	0.1	0.5	ood	final	total_errors	287.5
wer	75%	libri	0.1	0.5	ood	final	total_errors	342.9
wer	max	libri	0.1	0.5	ood	final	total_errors	1500.0
wer	count	libri	1.0	2.0	test-clean	final	total_errors	40.0
wer	mean	libri	1.0	2.0	test-clean	final	total_errors	136.88250000000002
wer	std	libri	1.0	2.0	test-clean	final	total_errors	16.07509440894237
wer	min	libri	1.0	2.0	test-clean	final	total_errors	110.7
wer	25%	libri	1.0	2.0	test-clean	final	total_errors	126.85
wer	50%	libri	1.0	2.0	test-clean	final	total_errors	136.10000000000002
wer	75%	libri	1.0	2.0	test-clean	final	total_errors	143.925
wer	max	libri	1.0	2.0	test-clean	final	total_errors	184.4
wer	count	libri	10.0	2.0	dev-clean	final	total_errors	40.0
wer	mean	libri	10.0	2.0	dev-clean	final	total_errors	93.555
wer	std	libri	10.0	2.0	dev-clean	final	total_errors	6.988523559269264
wer	min	libri	10.0	2.0	dev-clean	final	total_errors	79.2
wer	25%	libri	10.0	2.0	dev-clean	final	total_errors	90.0
wer	50%	libri	10.0	2.0	dev-clean	final	total_errors	93.3
wer	75%	libri	10.0	2.0	dev-clean	final	total_errors	97.0
wer	max	libri	10.0	2.0	dev-clean	final	total_errors	114.5
wer	count	libri	1.0	1.0	test-clean	final	total_errors	40.0
wer	mean	libri	1.0	1.0	test-clean	final	total_errors	117.03749999999998
wer	std	libri	1.0	1.0	test-clean	final	total_errors	10.088751987568463
wer	min	libri	1.0	1.0	test-clean	final	total_errors	101.9
wer	25%	libri	1.0	1.0	test-clean	final	total_errors	110.54999999999998
wer	50%	libri	1.0	1.0	test-clean	final	total_errors	114.6
wer	75%	libri	1.0	1.0	test-clean	final	total_errors	123.15
wer	max	libri	1.0	1.0	test-clean	final	total_errors	143.6
wer	count	libri	10.0	0.0	test-clean	final	total_errors	40.0
wer	mean	libri	10.0	0.0	test-clean	final	total_errors	50.325
wer	std	libri	10.0	0.0	test-clean	final	total_errors	8.730281811764183
wer	min	libri	10.0	0.0	test-clean	final	total_errors	29.7
wer	25%	libri	10.0	0.0	test-clean	final	total_errors	45.85
wer	50%	libri	10.0	0.0	test-clean	final	total_errors	50.1
wer	75%	libri	10.0	0.0	test-clean	final	total_errors	54.52499999999999
wer	max	libri	10.0	0.0	test-clean	final	total_errors	71.7
wer	count	libri	0.1	0.0	dev-clean	final	total_errors	40.0
wer	mean	libri	0.1	0.0	dev-clean	final	total_errors	252.97000000000008
wer	std	libri	0.1	0.0	dev-clean	final	total_errors	33.51702361181362
wer	min	libri	0.1	0.0	dev-clean	final	total_errors	184.8
wer	25%	libri	0.1	0.0	dev-clean	final	total_errors	236.075
wer	50%	libri	0.1	0.0	dev-clean	final	total_errors	251.6
wer	75%	libri	0.1	0.0	dev-clean	final	total_errors	270.65000000000003
wer	max	libri	0.1	0.0	dev-clean	final	total_errors	314.8
wer	count	libri	10.0	1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	10.0	1.0	dev-clean	final	total_errors	41.772500000000015
wer	std	libri	10.0	1.0	dev-clean	final	total_errors	7.164620608346157
wer	min	libri	10.0	1.0	dev-clean	final	total_errors	28.4
wer	25%	libri	10.0	1.0	dev-clean	final	total_errors	37.25
wer	50%	libri	10.0	1.0	dev-clean	final	total_errors	41.15000000000001
wer	75%	libri	10.0	1.0	dev-clean	final	total_errors	44.825
wer	max	libri	10.0	1.0	dev-clean	final	total_errors	59.4
wer	count	libri	0.1	1.0	ood	final	total_errors	2958.0
wer	mean	libri	0.1	1.0	ood	final	total_errors	150.92224475997293
wer	std	libri	0.1	1.0	ood	final	total_errors	52.354500301544505
wer	min	libri	0.1	1.0	ood	final	total_errors	71.4
wer	25%	libri	0.1	1.0	ood	final	total_errors	108.3
wer	50%	libri	0.1	1.0	ood	final	total_errors	142.9
wer	75%	libri	0.1	1.0	ood	final	total_errors	177.8
wer	max	libri	0.1	1.0	ood	final	total_errors	550.0
wer	count	libri	10.0	0.0	dev-clean	extended	total_errors	40.0
wer	mean	libri	10.0	0.0	dev-clean	extended	total_errors	46.977500000000006
wer	std	libri	10.0	0.0	dev-clean	extended	total_errors	8.259399850923547
wer	min	libri	10.0	0.0	dev-clean	extended	total_errors	33.7
wer	25%	libri	10.0	0.0	dev-clean	extended	total_errors	40.725
wer	50%	libri	10.0	0.0	dev-clean	extended	total_errors	46.25
wer	75%	libri	10.0	0.0	dev-clean	extended	total_errors	51.225
wer	max	libri	10.0	0.0	dev-clean	extended	total_errors	66.0
wer	count	libri	1.0	1.0	ood	final	total_errors	2958.0
wer	mean	libri	1.0	1.0	ood	final	total_errors	132.89212305611912
wer	std	libri	1.0	1.0	ood	final	total_errors	42.120342939040725
wer	min	libri	1.0	1.0	ood	final	total_errors	75.0
wer	25%	libri	1.0	1.0	ood	final	total_errors	100.0
wer	50%	libri	1.0	1.0	ood	final	total_errors	122.2
wer	75%	libri	1.0	1.0	ood	final	total_errors	150.0
wer	max	libri	1.0	1.0	ood	final	total_errors	533.3
wer	count	libri	100.0	8.0	test-clean	final	total_errors	40.0
wer	mean	libri	100.0	8.0	test-clean	final	total_errors	142.88750000000005
wer	std	libri	100.0	8.0	test-clean	final	total_errors	14.446314187007827
wer	min	libri	100.0	8.0	test-clean	final	total_errors	121.3
wer	25%	libri	100.0	8.0	test-clean	final	total_errors	132.95
wer	50%	libri	100.0	8.0	test-clean	final	total_errors	139.7
wer	75%	libri	100.0	8.0	test-clean	final	total_errors	151.4
wer	max	libri	100.0	8.0	test-clean	final	total_errors	190.5
wer	count	libri	10.0	0.5	ood	final	total_errors	2958.0
wer	mean	libri	10.0	0.5	ood	final	total_errors	86.39986477349552
wer	std	libri	10.0	0.5	ood	final	total_errors	29.53518928560638
wer	min	libri	10.0	0.5	ood	final	total_errors	12.5
wer	25%	libri	10.0	0.5	ood	final	total_errors	71.4
wer	50%	libri	10.0	0.5	ood	final	total_errors	85.1
wer	75%	libri	10.0	0.5	ood	final	total_errors	100.0
wer	max	libri	10.0	0.5	ood	final	total_errors	375.0
wer	count	libri	1.0	0.0	dev-clean	final	total_errors	40.0
wer	mean	libri	1.0	0.0	dev-clean	final	total_errors	220.4925
wer	std	libri	1.0	0.0	dev-clean	final	total_errors	25.718689079125284
wer	min	libri	1.0	0.0	dev-clean	final	total_errors	143.6
wer	25%	libri	1.0	0.0	dev-clean	final	total_errors	205.275
wer	50%	libri	1.0	0.0	dev-clean	final	total_errors	222.6
wer	75%	libri	1.0	0.0	dev-clean	final	total_errors	234.7
wer	max	libri	1.0	0.0	dev-clean	final	total_errors	274.3
wer	count	libri	100.0	0.5	dev-clean	final	total_errors	40.0
wer	mean	libri	100.0	0.5	dev-clean	final	total_errors	16.950000000000006
wer	std	libri	100.0	0.5	dev-clean	final	total_errors	5.342140164621434
wer	min	libri	100.0	0.5	dev-clean	final	total_errors	8.9
wer	25%	libri	100.0	0.5	dev-clean	final	total_errors	13.5
wer	50%	libri	100.0	0.5	dev-clean	final	total_errors	16.05
wer	75%	libri	100.0	0.5	dev-clean	final	total_errors	19.475
wer	max	libri	100.0	0.5	dev-clean	final	total_errors	34.1
wer	count	libri	100.0	0.0	ood	final	total_errors	2958.0
wer	mean	libri	100.0	0.0	ood	final	total_errors	68.96098715348201
wer	std	libri	100.0	0.0	ood	final	total_errors	25.358745998558074
wer	min	libri	100.0	0.0	ood	final	total_errors	7.7
wer	25%	libri	100.0	0.0	ood	final	total_errors	50.0
wer	50%	libri	100.0	0.0	ood	final	total_errors	70.69999999999997
wer	75%	libri	100.0	0.0	ood	final	total_errors	85.7
wer	max	libri	100.0	0.0	ood	final	total_errors	266.7
wer	count	libri	10.0	2.0	test-clean	final	total_errors	40.0
wer	mean	libri	10.0	2.0	test-clean	final	total_errors	94.495
wer	std	libri	10.0	2.0	test-clean	final	total_errors	7.567845271362388
wer	min	libri	10.0	2.0	test-clean	final	total_errors	78.0
wer	25%	libri	10.0	2.0	test-clean	final	total_errors	90.04999999999998
wer	50%	libri	10.0	2.0	test-clean	final	total_errors	93.75
wer	75%	libri	10.0	2.0	test-clean	final	total_errors	96.525
wer	max	libri	10.0	2.0	test-clean	final	total_errors	114.7
wer	count	libri	100.0	-1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	100.0	-1.0	dev-clean	final	total_errors	36.6925
wer	std	libri	100.0	-1.0	dev-clean	final	total_errors	7.220568466149945
wer	min	libri	100.0	-1.0	dev-clean	final	total_errors	25.3
wer	25%	libri	100.0	-1.0	dev-clean	final	total_errors	32.2
wer	50%	libri	100.0	-1.0	dev-clean	final	total_errors	34.7
wer	75%	libri	100.0	-1.0	dev-clean	final	total_errors	40.575
wer	max	libri	100.0	-1.0	dev-clean	final	total_errors	62.0
wer	count	libri	1.0	2.0	ood	final	total_errors	2958.0
wer	mean	libri	1.0	2.0	ood	final	total_errors	175.4671399594319
wer	std	libri	1.0	2.0	ood	final	total_errors	63.09232078607087
wer	min	libri	1.0	2.0	ood	final	total_errors	77.8
wer	25%	libri	1.0	2.0	ood	final	total_errors	137.5
wer	50%	libri	1.0	2.0	ood	final	total_errors	162.5
wer	75%	libri	1.0	2.0	ood	final	total_errors	200.0
wer	max	libri	1.0	2.0	ood	final	total_errors	725.0
wer	count	libri	10.0	0.0	ood	final	total_errors	2958.0
wer	mean	libri	10.0	0.0	ood	final	total_errors	89.25567951318449
wer	std	libri	10.0	0.0	ood	final	total_errors	28.43223270288147
wer	min	libri	10.0	0.0	ood	final	total_errors	14.3
wer	25%	libri	10.0	0.0	ood	final	total_errors	74.1
wer	50%	libri	10.0	0.0	ood	final	total_errors	88.9
wer	75%	libri	10.0	0.0	ood	final	total_errors	100.0
wer	max	libri	10.0	0.0	ood	final	total_errors	325.0
wer	count	libri	100.0	0.5	ood	final	total_errors	2958.0
wer	mean	libri	100.0	0.5	ood	final	total_errors	65.22488167680861
wer	std	libri	100.0	0.5	ood	final	total_errors	29.12083944635503
wer	min	libri	100.0	0.5	ood	final	total_errors	0.0
wer	25%	libri	100.0	0.5	ood	final	total_errors	44.4
wer	50%	libri	100.0	0.5	ood	final	total_errors	64.3
wer	75%	libri	100.0	0.5	ood	final	total_errors	83.3
wer	max	libri	100.0	0.5	ood	final	total_errors	400.0
wer	count	libri	100.0	0.0	test-clean	final	total_errors	40.0
wer	mean	libri	100.0	0.0	test-clean	final	total_errors	20.825
wer	std	libri	100.0	0.0	test-clean	final	total_errors	6.423903677791135
wer	min	libri	100.0	0.0	test-clean	final	total_errors	9.2
wer	25%	libri	100.0	0.0	test-clean	final	total_errors	17.225
wer	50%	libri	100.0	0.0	test-clean	final	total_errors	20.9
wer	75%	libri	100.0	0.0	test-clean	final	total_errors	23.1
wer	max	libri	100.0	0.0	test-clean	final	total_errors	35.0
wer	count	libri	10.0	-1.0	ood	final	total_errors	2958.0
wer	mean	libri	10.0	-1.0	ood	final	total_errors	155.36801893171054
wer	std	libri	10.0	-1.0	ood	final	total_errors	45.202255258824025
wer	min	libri	10.0	-1.0	ood	final	total_errors	80.0
wer	25%	libri	10.0	-1.0	ood	final	total_errors	125.0
wer	50%	libri	10.0	-1.0	ood	final	total_errors	150.0
wer	75%	libri	10.0	-1.0	ood	final	total_errors	175.0
wer	max	libri	10.0	-1.0	ood	final	total_errors	575.0
wer	count	libri	1.0	2.0	dev-clean	final	total_errors	40.0
wer	mean	libri	1.0	2.0	dev-clean	final	total_errors	130.6325
wer	std	libri	1.0	2.0	dev-clean	final	total_errors	13.9435379298082
wer	min	libri	1.0	2.0	dev-clean	final	total_errors	109.6
wer	25%	libri	1.0	2.0	dev-clean	final	total_errors	118.85
wer	50%	libri	1.0	2.0	dev-clean	final	total_errors	129.0
wer	75%	libri	1.0	2.0	dev-clean	final	total_errors	140.875
wer	max	libri	1.0	2.0	dev-clean	final	total_errors	158.2
wer	count	libri	0.1	0.0	test-clean	final	total_errors	40.0
wer	mean	libri	0.1	0.0	test-clean	final	total_errors	270.355
wer	std	libri	0.1	0.0	test-clean	final	total_errors	33.32157189938905
wer	min	libri	0.1	0.0	test-clean	final	total_errors	195.3
wer	25%	libri	0.1	0.0	test-clean	final	total_errors	250.325
wer	50%	libri	0.1	0.0	test-clean	final	total_errors	272.75
wer	75%	libri	0.1	0.0	test-clean	final	total_errors	290.925
wer	max	libri	0.1	0.0	test-clean	final	total_errors	353.7
wer	count	libri	0.1	-1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	0.1	-1.0	dev-clean	final	total_errors	173.70750000000004
wer	std	libri	0.1	-1.0	dev-clean	final	total_errors	21.673052954278827
wer	min	libri	0.1	-1.0	dev-clean	final	total_errors	120.6
wer	25%	libri	0.1	-1.0	dev-clean	final	total_errors	162.95
wer	50%	libri	0.1	-1.0	dev-clean	final	total_errors	174.60000000000005
wer	75%	libri	0.1	-1.0	dev-clean	final	total_errors	185.625
wer	max	libri	0.1	-1.0	dev-clean	final	total_errors	211.1
wer	count	libri	10.0	8.0	ood	final	total_errors	2958.0
wer	mean	libri	10.0	8.0	ood	final	total_errors	205.9277552400266
wer	std	libri	10.0	8.0	ood	final	total_errors	64.8013268006269
wer	min	libri	10.0	8.0	ood	final	total_errors	90.0
wer	25%	libri	10.0	8.0	ood	final	total_errors	162.5
wer	50%	libri	10.0	8.0	ood	final	total_errors	195.7
wer	75%	libri	10.0	8.0	ood	final	total_errors	233.3
wer	max	libri	10.0	8.0	ood	final	total_errors	700.0
wer	count	libri	0.1	2.0	dev-clean	final	total_errors	40.0
wer	mean	libri	0.1	2.0	dev-clean	final	total_errors	122.08749999999998
wer	std	libri	0.1	2.0	dev-clean	final	total_errors	12.828137892729082
wer	min	libri	0.1	2.0	dev-clean	final	total_errors	104.0
wer	25%	libri	0.1	2.0	dev-clean	final	total_errors	111.29999999999998
wer	50%	libri	0.1	2.0	dev-clean	final	total_errors	121.35
wer	75%	libri	0.1	2.0	dev-clean	final	total_errors	132.125
wer	max	libri	0.1	2.0	dev-clean	final	total_errors	152.1
wer	count	libri	1.0	0.5	ood	final	total_errors	2958.0
wer	mean	libri	1.0	0.5	ood	final	total_errors	128.13329952670688
wer	std	libri	1.0	0.5	ood	final	total_errors	33.35224660702432
wer	min	libri	1.0	0.5	ood	final	total_errors	71.4
wer	25%	libri	1.0	0.5	ood	final	total_errors	103.15
wer	50%	libri	1.0	0.5	ood	final	total_errors	121.4
wer	75%	libri	1.0	0.5	ood	final	total_errors	142.9
wer	max	libri	1.0	0.5	ood	final	total_errors	466.7
wer	count	libri	1.0	0.0	test-clean	final	total_errors	40.0
wer	mean	libri	1.0	0.0	test-clean	final	total_errors	234.3575
wer	std	libri	1.0	0.0	test-clean	final	total_errors	25.09617283622427
wer	min	libri	1.0	0.0	test-clean	final	total_errors	186.6
wer	25%	libri	1.0	0.0	test-clean	final	total_errors	215.62500000000003
wer	50%	libri	1.0	0.0	test-clean	final	total_errors	233.3
wer	75%	libri	1.0	0.0	test-clean	final	total_errors	249.9
wer	max	libri	1.0	0.0	test-clean	final	total_errors	296.9
wer	count	libri	100.0	1.0	test-clean	final	total_errors	40.0
wer	mean	libri	100.0	1.0	test-clean	final	total_errors	16.235000000000007
wer	std	libri	100.0	1.0	test-clean	final	total_errors	4.762597330588985
wer	min	libri	100.0	1.0	test-clean	final	total_errors	7.4
wer	25%	libri	100.0	1.0	test-clean	final	total_errors	14.075
wer	50%	libri	100.0	1.0	test-clean	final	total_errors	16.15
wer	75%	libri	100.0	1.0	test-clean	final	total_errors	18.35
wer	max	libri	100.0	1.0	test-clean	final	total_errors	28.8
wer	count	libri	100.0	-1.0	ood	final	total_errors	2958.0
wer	mean	libri	100.0	-1.0	ood	final	total_errors	79.62633536173081
wer	std	libri	100.0	-1.0	ood	final	total_errors	32.315176494676585
wer	min	libri	100.0	-1.0	ood	final	total_errors	10.0
wer	25%	libri	100.0	-1.0	ood	final	total_errors	60.0
wer	50%	libri	100.0	-1.0	ood	final	total_errors	78.3
wer	75%	libri	100.0	-1.0	ood	final	total_errors	100.0
wer	max	libri	100.0	-1.0	ood	final	total_errors	475.0
wer	count	libri	10.0	-1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	10.0	-1.0	dev-clean	final	total_errors	132.525
wer	std	libri	10.0	-1.0	dev-clean	final	total_errors	9.366244629601473
wer	min	libri	10.0	-1.0	dev-clean	final	total_errors	107.2
wer	25%	libri	10.0	-1.0	dev-clean	final	total_errors	126.75
wer	50%	libri	10.0	-1.0	dev-clean	final	total_errors	133.4
wer	75%	libri	10.0	-1.0	dev-clean	final	total_errors	139.64999999999998
wer	max	libri	10.0	-1.0	dev-clean	final	total_errors	151.9
wer	count	libri	10.0	0.0	ood	extended	total_errors	2958.0
wer	mean	libri	10.0	0.0	ood	extended	total_errors	85.68843813387426
wer	std	libri	10.0	0.0	ood	extended	total_errors	23.318821325186967
wer	min	libri	10.0	0.0	ood	extended	total_errors	12.5
wer	25%	libri	10.0	0.0	ood	extended	total_errors	71.4
wer	50%	libri	10.0	0.0	ood	extended	total_errors	85.7
wer	75%	libri	10.0	0.0	ood	extended	total_errors	100.0
wer	max	libri	10.0	0.0	ood	extended	total_errors	350.0
wer	count	libri	1.0	-1.0	test-clean	final	total_errors	40.0
wer	mean	libri	1.0	-1.0	test-clean	final	total_errors	267.13500000000005
wer	std	libri	1.0	-1.0	test-clean	final	total_errors	33.500865277765215
wer	min	libri	1.0	-1.0	test-clean	final	total_errors	205.6
wer	25%	libri	1.0	-1.0	test-clean	final	total_errors	244.55
wer	50%	libri	1.0	-1.0	test-clean	final	total_errors	266.55
wer	75%	libri	1.0	-1.0	test-clean	final	total_errors	282.4
wer	max	libri	1.0	-1.0	test-clean	final	total_errors	362.9
wer	count	libri	1.0	8.0	ood	final	total_errors	2958.0
wer	mean	libri	1.0	8.0	ood	final	total_errors	221.35189317106102
wer	std	libri	1.0	8.0	ood	final	total_errors	80.18673544435914
wer	min	libri	1.0	8.0	ood	final	total_errors	80.0
wer	25%	libri	1.0	8.0	ood	final	total_errors	171.4
wer	50%	libri	1.0	8.0	ood	final	total_errors	200.0
wer	75%	libri	1.0	8.0	ood	final	total_errors	250.0
wer	max	libri	1.0	8.0	ood	final	total_errors	1000.0
wer	count	libri	1.0	8.0	dev-clean	final	total_errors	40.0
wer	mean	libri	1.0	8.0	dev-clean	final	total_errors	143.84249999999994
wer	std	libri	1.0	8.0	dev-clean	final	total_errors	15.46176238835166
wer	min	libri	1.0	8.0	dev-clean	final	total_errors	118.7
wer	25%	libri	1.0	8.0	dev-clean	final	total_errors	131.675
wer	50%	libri	1.0	8.0	dev-clean	final	total_errors	141.05
wer	75%	libri	1.0	8.0	dev-clean	final	total_errors	154.57500000000005
wer	max	libri	1.0	8.0	dev-clean	final	total_errors	176.1
wer	count	libri	100.0	8.0	dev-clean	final	total_errors	40.0
wer	mean	libri	100.0	8.0	dev-clean	final	total_errors	138.46999999999997
wer	std	libri	100.0	8.0	dev-clean	final	total_errors	14.352328498656005
wer	min	libri	100.0	8.0	dev-clean	final	total_errors	118.2
wer	25%	libri	100.0	8.0	dev-clean	final	total_errors	127.425
wer	50%	libri	100.0	8.0	dev-clean	final	total_errors	134.95
wer	75%	libri	100.0	8.0	dev-clean	final	total_errors	146.8
wer	max	libri	100.0	8.0	dev-clean	final	total_errors	171.3
wer	count	libri	100.0	1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	100.0	1.0	dev-clean	final	total_errors	15.6975
wer	std	libri	100.0	1.0	dev-clean	final	total_errors	4.504327691089754
wer	min	libri	100.0	1.0	dev-clean	final	total_errors	10.0
wer	25%	libri	100.0	1.0	dev-clean	final	total_errors	13.05
wer	50%	libri	100.0	1.0	dev-clean	final	total_errors	14.3
wer	75%	libri	100.0	1.0	dev-clean	final	total_errors	17.325000000000006
wer	max	libri	100.0	1.0	dev-clean	final	total_errors	32.7
wer	count	libri	0.1	8.0	test-clean	final	total_errors	40.0
wer	mean	libri	0.1	8.0	test-clean	final	total_errors	171.93250000000003
wer	std	libri	0.1	8.0	test-clean	final	total_errors	21.7046655447684
wer	min	libri	0.1	8.0	test-clean	final	total_errors	132.0
wer	25%	libri	0.1	8.0	test-clean	final	total_errors	157.4
wer	50%	libri	0.1	8.0	test-clean	final	total_errors	171.15
wer	75%	libri	0.1	8.0	test-clean	final	total_errors	182.55
wer	max	libri	0.1	8.0	test-clean	final	total_errors	232.7
wer	count	libri	100.0	2.0	ood	final	total_errors	2958.0
wer	mean	libri	100.0	2.0	ood	final	total_errors	62.32636916835701
wer	std	libri	100.0	2.0	ood	final	total_errors	28.242131391371966
wer	min	libri	100.0	2.0	ood	final	total_errors	7.7
wer	25%	libri	100.0	2.0	ood	final	total_errors	42.9
wer	50%	libri	100.0	2.0	ood	final	total_errors	60.0
wer	75%	libri	100.0	2.0	ood	final	total_errors	80.0
wer	max	libri	100.0	2.0	ood	final	total_errors	400.0
wer	count	libri	0.1	1.0	test-clean	final	total_errors	40.0
wer	mean	libri	0.1	1.0	test-clean	final	total_errors	151.72999999999996
wer	std	libri	0.1	1.0	test-clean	final	total_errors	17.15937659497585
wer	min	libri	0.1	1.0	test-clean	final	total_errors	105.2
wer	25%	libri	0.1	1.0	test-clean	final	total_errors	141.35
wer	50%	libri	0.1	1.0	test-clean	final	total_errors	152.9
wer	75%	libri	0.1	1.0	test-clean	final	total_errors	163.9
wer	max	libri	0.1	1.0	test-clean	final	total_errors	191.7
wer	count	libri	1.0	0.0	ood	final	total_errors	2958.0
wer	mean	libri	1.0	0.0	ood	final	total_errors	243.74465855307673
wer	std	libri	1.0	0.0	ood	final	total_errors	92.31211486453238
wer	min	libri	1.0	0.0	ood	final	total_errors	77.8
wer	25%	libri	1.0	0.0	ood	final	total_errors	188.9
wer	50%	libri	1.0	0.0	ood	final	total_errors	233.3
wer	75%	libri	1.0	0.0	ood	final	total_errors	283.3
wer	max	libri	1.0	0.0	ood	final	total_errors	942.9
wer	count	libri	0.1	8.0	ood	final	total_errors	2958.0
wer	mean	libri	0.1	8.0	ood	final	total_errors	241.680223123732
wer	std	libri	0.1	8.0	ood	final	total_errors	99.20885423126512
wer	min	libri	0.1	8.0	ood	final	total_errors	88.9
wer	25%	libri	0.1	8.0	ood	final	total_errors	184.6
wer	50%	libri	0.1	8.0	ood	final	total_errors	222.2
wer	75%	libri	0.1	8.0	ood	final	total_errors	271.4
wer	max	libri	0.1	8.0	ood	final	total_errors	1325.0
wer	count	libri	0.1	1.0	dev-clean	final	total_errors	40.0
wer	mean	libri	0.1	1.0	dev-clean	final	total_errors	142.2575
wer	std	libri	0.1	1.0	dev-clean	final	total_errors	18.94690134330204
wer	min	libri	0.1	1.0	dev-clean	final	total_errors	104.1
wer	25%	libri	0.1	1.0	dev-clean	final	total_errors	128.95
wer	50%	libri	0.1	1.0	dev-clean	final	total_errors	140.39999999999998
wer	75%	libri	0.1	1.0	dev-clean	final	total_errors	150.35000000000005
wer	max	libri	0.1	1.0	dev-clean	final	total_errors	189.3
wer	count	libri	1.0	0.5	test-clean	final	total_errors	40.0
wer	mean	libri	1.0	0.5	test-clean	final	total_errors	120.71500000000003
wer	std	libri	1.0	0.5	test-clean	final	total_errors	10.896377897358887
wer	min	libri	1.0	0.5	test-clean	final	total_errors	101.7
wer	25%	libri	1.0	0.5	test-clean	final	total_errors	113.225
wer	50%	libri	1.0	0.5	test-clean	final	total_errors	122.1
wer	75%	libri	1.0	0.5	test-clean	final	total_errors	127.275
wer	max	libri	1.0	0.5	test-clean	final	total_errors	151.1
wer	count	libri	0.1	2.0	ood	final	total_errors	2958.0
wer	mean	libri	0.1	2.0	ood	final	total_errors	140.9797498309671
wer	std	libri	0.1	2.0	ood	final	total_errors	45.470178036130676
wer	min	libri	0.1	2.0	ood	final	total_errors	71.4
wer	25%	libri	0.1	2.0	ood	final	total_errors	110.0
wer	50%	libri	0.1	2.0	ood	final	total_errors	130.8
wer	75%	libri	0.1	2.0	ood	final	total_errors	158.3
wer	max	libri	0.1	2.0	ood	final	total_errors	500.0
wer	count	libri	10.0	1.0	test-clean	extended	total_errors	40.0
wer	mean	libri	10.0	1.0	test-clean	extended	total_errors	39.575
wer	std	libri	10.0	1.0	test-clean	extended	total_errors	7.36418045991228
wer	min	libri	10.0	1.0	test-clean	extended	total_errors	22.3
wer	25%	libri	10.0	1.0	test-clean	extended	total_errors	35.050000000000004
wer	50%	libri	10.0	1.0	test-clean	extended	total_errors	40.0
wer	75%	libri	10.0	1.0	test-clean	extended	total_errors	44.175
wer	max	libri	10.0	1.0	test-clean	extended	total_errors	56.1
wer	count	libri	0.1	0.0	ood	final	total_errors	2958.0
wer	mean	libri	0.1	0.0	ood	final	total_errors	308.56805273833623
wer	std	libri	0.1	0.0	ood	final	total_errors	117.71075192908444
wer	min	libri	0.1	0.0	ood	final	total_errors	77.8
wer	25%	libri	0.1	0.0	ood	final	total_errors	236.4
wer	50%	libri	0.1	0.0	ood	final	total_errors	293.65
wer	75%	libri	0.1	0.0	ood	final	total_errors	362.5
wer	max	libri	0.1	0.0	ood	final	total_errors	1266.7
wer	count	libri	1.0	0.5	dev-clean	final	total_errors	40.0
wer	mean	libri	1.0	0.5	dev-clean	final	total_errors	116.6075
wer	std	libri	1.0	0.5	dev-clean	final	total_errors	9.301513179902368
wer	min	libri	1.0	0.5	dev-clean	final	total_errors	101.5
wer	25%	libri	1.0	0.5	dev-clean	final	total_errors	110.2
wer	50%	libri	1.0	0.5	dev-clean	final	total_errors	114.9
wer	75%	libri	1.0	0.5	dev-clean	final	total_errors	123.425
wer	max	libri	1.0	0.5	dev-clean	final	total_errors	140.6
wer	count	libri	10.0	1.0	dev-clean	extended	total_errors	40.0
wer	mean	libri	10.0	1.0	dev-clean	extended	total_errors	39.9075
wer	std	libri	10.0	1.0	dev-clean	extended	total_errors	7.1857903763840305
wer	min	libri	10.0	1.0	dev-clean	extended	total_errors	26.8
wer	25%	libri	10.0	1.0	dev-clean	extended	total_errors	35.15000000000001
